,H_goal_diff,A_goal_diff,H_win,A_win,H_win_against,A_win_against
3612,-1.0,-19.0,8.0,5.0,1.0,0.0
3613,36.0,19.0,15.0,12.0,1.0,0.0
3614,31.0,-6.0,18.0,7.0,2.0,0.0
3615,-4.0,-2.0,8.0,7.0,2.0,1.0
3616,-19.0,-6.0,5.0,7.0,1.0,1.0
3617,-4.0,21.0,6.0,12.0,1.0,2.0
3618,5.0,-8.0,10.0,8.0,3.0,0.0
3619,-16.0,34.0,3.0,13.0,0.0,3.0
3620,10.0,-25.0,11.0,3.0,3.0,0.0
3621,-19.0,28.0,5.0,17.0,0.0,3.0
3622,2.0,-1.0,8.0,8.0,2.0,1.0
3623,-12.0,-1.0,7.0,7.0,1.0,1.0
3624,12.0,-12.0,11.0,4.0,3.0,0.0
3625,-23.0,-11.0,2.0,6.0,0.0,0.0
3626,-3.0,4.0,7.0,9.0,1.0,2.0
3627,-14.0,-14.0,6.0,4.0,0.0,3.0
3628,0.0,-8.0,8.0,4.0,1.0,0.0
3629,41.0,39.0,17.0,16.0,1.0,1.0
3630,-18.0,36.0,3.0,15.0,0.0,3.0
3631,-5.0,-18.0,7.0,5.0,0.0,2.0
3632,-22.0,-37.0,5.0,1.0,0.0,0.0
3633,3.0,0.0,10.0,8.0,2.0,1.0
3634,7.0,-2.0,10.0,7.0,1.0,1.0
3635,4.0,-4.0,9.0,7.0,2.0,0.0
3636,-5.0,6.0,7.0,10.0,0.0,2.0
3637,3.0,-10.0,8.0,8.0,1.0,1.0
3638,30.0,7.0,17.0,10.0,2.0,1.0
3639,36.0,0.0,14.0,8.0,2.0,0.0
3640,10.0,21.0,11.0,12.0,0.0,1.0
3641,-13.0,-7.0,7.0,7.0,1.0,0.0
3642,36.0,-4.0,15.0,6.0,3.0,0.0
3643,7.0,-15.0,10.0,4.0,1.0,2.0
3644,-6.0,-21.0,6.0,5.0,2.0,0.0
3645,-17.0,4.0,3.0,8.0,1.0,1.0
3646,-5.0,-16.0,7.0,6.0,1.0,2.0
3647,-4.0,1.0,7.0,9.0,0.0,1.0
3648,-28.0,28.0,3.0,16.0,0.0,3.0
3649,-19.0,40.0,2.0,15.0,0.0,2.0
3650,11.0,-23.0,11.0,5.0,3.0,0.0
3651,-27.0,-12.0,3.0,4.0,0.0,0.0
3652,-22.0,3.0,2.0,8.0,0.0,2.0
3653,7.0,-11.0,10.0,6.0,2.0,0.0
3654,-4.0,43.0,6.0,16.0,0.0,3.0
3655,-2.0,-11.0,8.0,6.0,1.0,1.0
3656,-12.0,16.0,7.0,11.0,1.0,2.0
3657,38.0,1.0,16.0,9.0,3.0,0.0
3658,-13.0,-6.0,4.0,5.0,2.0,1.0
3659,27.0,-4.0,16.0,7.0,2.0,1.0
3660,-13.0,0.0,4.0,7.0,1.0,1.0
3661,-11.0,-13.0,6.0,3.0,1.0,0.0
3662,-22.0,-12.0,5.0,7.0,0.0,1.0
3663,10.0,-23.0,10.0,2.0,2.0,0.0
3664,-5.0,-24.0,5.0,4.0,1.0,1.0
3665,3.0,-3.0,8.0,7.0,1.0,0.0
3666,26.0,-4.0,16.0,7.0,3.0,0.0
3667,-2.0,13.0,8.0,11.0,0.0,2.0
3668,40.0,18.0,17.0,12.0,3.0,0.0
3669,-14.0,33.0,6.0,14.0,0.0,3.0
3670,8.0,30.0,9.0,17.0,0.0,2.0
3671,-19.0,-6.0,2.0,6.0,0.0,1.0
3672,10.0,-11.0,11.0,7.0,0.0,1.0
3673,-14.0,10.0,6.0,11.0,0.0,2.0
3674,-35.0,2.0,2.0,9.0,0.0,3.0
3675,38.0,-11.0,15.0,5.0,3.0,0.0
3676,-5.0,-25.0,6.0,4.0,1.0,2.0
3677,-2.0,7.0,7.0,10.0,1.0,1.0
3678,27.0,10.0,17.0,11.0,2.0,1.0
3679,12.0,6.0,10.0,9.0,2.0,1.0
3680,5.0,-1.0,10.0,8.0,1.0,1.0
3681,-22.0,0.0,5.0,6.0,0.0,1.0
3682,-12.0,-25.0,6.0,4.0,2.0,1.0
3683,-12.0,3.0,6.0,9.0,0.0,1.0
3684,-12.0,23.0,5.0,15.0,0.0,2.0
3685,3.0,0.0,9.0,7.0,0.0,3.0
3686,-5.0,-24.0,7.0,2.0,2.0,1.0
3687,11.0,-12.0,11.0,3.0,1.0,1.0
3688,9.0,38.0,10.0,16.0,1.0,1.0
3689,-26.0,1.0,5.0,8.0,0.0,2.0
3690,-26.0,2.0,2.0,8.0,1.0,0.0
3691,-2.0,-12.0,8.0,4.0,2.0,0.0
3692,-2.0,-9.0,8.0,6.0,1.0,1.0
3693,15.0,-12.0,12.0,6.0,2.0,1.0
3694,14.0,23.0,10.0,15.0,1.0,2.0
3695,5.0,9.0,8.0,10.0,0.0,2.0
3696,38.0,5.0,16.0,7.0,2.0,0.0
3697,40.0,-8.0,16.0,7.0,3.0,0.0
3698,-13.0,-24.0,3.0,4.0,2.0,1.0
3699,-10.0,44.0,7.0,16.0,0.0,3.0
3700,-14.0,-23.0,3.0,2.0,1.0,1.0
3701,-12.0,-3.0,5.0,6.0,1.0,2.0
3702,7.0,-12.0,10.0,3.0,1.0,0.0
3703,24.0,13.0,16.0,12.0,1.0,2.0
3704,-15.0,-4.0,5.0,7.0,1.0,2.0
3705,1.0,-19.0,8.0,6.0,0.0,1.0
3706,6.0,36.0,9.0,15.0,0.0,1.0
3707,-24.0,15.0,4.0,10.0,0.0,3.0
3708,0.0,-5.0,7.0,7.0,1.0,2.0
3709,-23.0,-7.0,5.0,7.0,0.0,3.0
3710,8.0,-19.0,10.0,2.0,1.0,1.0
3711,-33.0,-13.0,2.0,5.0,1.0,2.0
3712,2.0,-15.0,8.0,6.0,0.0,0.0
3713,27.0,-3.0,17.0,7.0,3.0,0.0
3714,-1.0,5.0,8.0,9.0,0.0,2.0
3715,-5.0,15.0,6.0,11.0,0.0,2.0
3716,2.0,13.0,9.0,12.0,1.0,1.0
3717,6.0,4.0,11.0,10.0,2.0,1.0
3718,38.0,-3.0,15.0,7.0,3.0,0.0
3719,-18.0,0.0,5.0,9.0,1.0,1.0
3720,-16.0,-4.0,5.0,7.0,1.0,1.0
3721,-11.0,-24.0,6.0,3.0,2.0,0.0
3722,7.0,16.0,9.0,11.0,0.0,1.0
3723,-27.0,35.0,3.0,14.0,0.0,3.0
3724,-14.0,-11.0,4.0,4.0,0.0,0.0
3725,-18.0,1.0,4.0,8.0,0.0,3.0
3726,1.0,-23.0,7.0,3.0,2.0,1.0
3727,-25.0,36.0,3.0,17.0,0.0,3.0
3728,-5.0,-14.0,7.0,5.0,0.0,1.0
3729,13.0,3.0,11.0,8.0,3.0,0.0
3730,-10.0,7.0,7.0,9.0,2.0,1.0
3731,-28.0,14.0,5.0,11.0,0.0,3.0
3732,35.0,20.0,14.0,14.0,2.0,0.0
3733,9.0,-5.0,11.0,6.0,2.0,1.0
3734,-2.0,-26.0,6.0,4.0,0.0,0.0
3735,3.0,11.0,9.0,11.0,0.0,2.0
3736,16.0,-11.0,11.0,4.0,3.0,0.0
3737,39.0,-29.0,17.0,5.0,2.0,1.0
3738,20.0,4.0,14.0,8.0,3.0,0.0
3739,-5.0,38.0,6.0,15.0,0.0,3.0
3740,-7.0,-12.0,6.0,5.0,1.0,2.0
3741,-29.0,-1.0,3.0,7.0,0.0,2.0
3742,0.0,9.0,8.0,10.0,1.0,0.0
3743,6.0,3.0,9.0,9.0,0.0,3.0
3744,8.0,-9.0,10.0,7.0,0.0,1.0
3745,3.0,-2.0,9.0,7.0,2.0,1.0
3746,-14.0,-14.0,4.0,6.0,0.0,2.0
3747,-15.0,-24.0,5.0,5.0,1.0,0.0
3748,-25.0,7.0,3.0,9.0,0.0,3.0
3749,14.0,-10.0,12.0,6.0,1.0,1.0
3750,-8.0,0.0,5.0,8.0,0.0,1.0
3751,16.0,-23.0,12.0,3.0,3.0,0.0
3752,6.0,36.0,9.0,17.0,1.0,1.0
3753,35.0,15.0,15.0,12.0,0.0,1.0
3754,4.0,14.0,8.0,11.0,1.0,2.0
3755,-17.0,-27.0,4.0,4.0,0.0,1.0
3756,-12.0,-21.0,6.0,4.0,1.0,0.0
3757,-27.0,3.0,3.0,8.0,2.0,1.0
3758,34.0,19.0,17.0,12.0,3.0,0.0
3759,-2.0,-3.0,8.0,6.0,1.0,0.0
3760,-11.0,-5.0,6.0,7.0,1.0,0.0
3761,-1.0,-19.0,8.0,4.0,0.0,1.0
3762,13.0,5.0,11.0,9.0,2.0,0.0
3763,-27.0,36.0,4.0,15.0,0.0,3.0
3764,5.0,14.0,9.0,12.0,0.0,3.0
3765,12.0,-16.0,11.0,5.0,2.0,1.0
3766,19.0,-17.0,12.0,4.0,2.0,0.0
3767,4.0,-5.0,9.0,6.0,1.0,0.0
3768,10.0,30.0,12.0,17.0,1.0,2.0
3769,-1.0,13.0,8.0,11.0,0.0,1.0
3770,35.0,-28.0,15.0,3.0,3.0,0.0
3771,-17.0,-1.0,4.0,8.0,2.0,0.0
3772,7.0,7.0,10.0,9.0,0.0,2.0
3773,-17.0,-26.0,5.0,4.0,0.0,3.0
3774,-5.0,-10.0,6.0,6.0,1.0,0.0
3775,17.0,-11.0,12.0,6.0,2.0,0.0
3776,2.0,1.0,8.0,9.0,1.0,0.0
3777,-16.0,31.0,5.0,17.0,0.0,2.0
3778,-1.0,9.0,7.0,10.0,1.0,2.0
3779,7.0,12.0,11.0,11.0,1.0,1.0
3780,8.0,-10.0,9.0,6.0,2.0,1.0
3781,-15.0,18.0,5.0,13.0,0.0,3.0
3782,-24.0,3.0,5.0,8.0,0.0,2.0
3783,2.0,33.0,9.0,14.0,0.0,2.0
3784,-16.0,-7.0,5.0,5.0,2.0,1.0
3785,-3.0,-27.0,7.0,3.0,1.0,1.0
3786,6.0,-18.0,10.0,3.0,1.0,1.0
3787,8.0,-2.0,10.0,7.0,2.0,1.0
3788,-32.0,8.0,3.0,11.0,1.0,2.0
3789,28.0,3.0,17.0,8.0,2.0,1.0
3790,-18.0,31.0,3.0,17.0,0.0,3.0
3791,-3.0,6.0,8.0,10.0,0.0,3.0
3792,5.0,-9.0,9.0,6.0,0.0,1.0
3793,-17.0,-2.0,5.0,7.0,1.0,1.0
3794,3.0,3.0,9.0,10.0,1.0,1.0
3795,35.0,3.0,15.0,9.0,3.0,0.0
3796,13.0,-21.0,12.0,5.0,2.0,0.0
3797,-4.0,-36.0,7.0,1.0,1.0,0.0
3798,13.0,6.0,10.0,9.0,3.0,0.0
3799,-2.0,-6.0,7.0,7.0,2.0,1.0
