,H_goal_diff,A_goal_diff,H_win,A_win,H_win_against,A_win_against
100,-2.0,11.0,3.0,6.0,0.0,0.0
101,10.0,-11.0,7.0,3.0,0.0,0.0
102,-10.0,-5.0,1.0,4.0,0.0,0.0
103,-2.0,-7.0,4.0,2.0,0.0,0.0
104,3.0,-4.0,5.0,1.0,0.0,0.0
105,-4.0,7.0,3.0,5.0,0.0,0.0
106,-4.0,5.0,1.0,5.0,0.0,0.0
107,4.0,-5.0,5.0,3.0,0.0,0.0
108,-13.0,-6.0,3.0,2.0,0.0,0.0
109,7.0,-10.0,5.0,5.0,0.0,0.0
110,4.0,3.0,6.0,5.0,0.0,0.0
111,-7.0,19.0,2.0,7.0,0.0,0.0
112,20.0,12.0,9.0,8.0,0.0,0.0
113,-16.0,-2.0,2.0,4.0,0.0,0.0
114,-3.0,-3.0,2.0,3.0,0.0,0.0
115,-9.0,0.0,4.0,4.0,0.0,0.0
116,9.0,-4.0,6.0,3.0,0.0,0.0
117,-4.0,0.0,3.0,4.0,0.0,0.0
118,-10.0,8.0,5.0,6.0,0.0,0.0
119,21.0,-10.0,10.0,2.0,0.0,0.0
120,-15.0,-4.0,3.0,2.0,0.0,0.0
121,9.0,7.0,6.0,5.0,0.0,0.0
122,11.0,-2.0,8.0,4.0,0.0,0.0
123,1.0,22.0,5.0,8.0,0.0,0.0
124,-9.0,-11.0,3.0,4.0,0.0,0.0
125,-3.0,-8.0,4.0,2.0,0.0,0.0
126,6.0,-9.0,7.0,4.0,0.0,0.0
127,-1.0,-9.0,4.0,5.0,0.0,0.0
128,-15.0,-5.0,3.0,4.0,0.0,0.0
129,8.0,14.0,6.0,8.0,0.0,0.0
130,-12.0,-2.0,5.0,5.0,0.0,0.0
131,2.0,-11.0,5.0,3.0,0.0,0.0
132,7.0,-14.0,5.0,4.0,0.0,0.0
133,-9.0,14.0,2.0,9.0,0.0,0.0
134,-4.0,-10.0,2.0,5.0,0.0,0.0
135,-17.0,2.0,4.0,6.0,0.0,0.0
136,21.0,25.0,8.0,11.0,0.0,0.0
137,-6.0,9.0,4.0,6.0,0.0,0.0
138,-14.0,-3.0,2.0,4.0,0.0,0.0
139,18.0,-2.0,8.0,5.0,0.0,0.0
140,8.0,-14.0,6.0,4.0,0.0,0.0
141,-12.0,11.0,5.0,7.0,0.0,0.0
142,7.0,28.0,5.0,12.0,0.0,0.0
143,-12.0,-12.0,2.0,5.0,0.0,0.0
144,-2.0,17.0,3.0,10.0,0.0,0.0
145,-16.0,-2.0,5.0,5.0,0.0,0.0
146,-15.0,-11.0,2.0,3.0,0.0,0.0
147,-8.0,14.0,4.0,8.0,0.0,0.0
148,2.0,1.0,5.0,6.0,0.0,0.0
149,-1.0,-6.0,6.0,3.0,0.0,0.0
150,-12.0,8.0,3.0,6.0,0.0,0.0
151,-14.0,3.0,5.0,6.0,0.0,0.0
152,27.0,-8.0,12.0,4.0,0.0,0.0
153,-17.0,-12.0,4.0,5.0,0.0,0.0
154,21.0,11.0,11.0,7.0,0.0,0.0
155,-4.0,-17.0,5.0,5.0,0.0,0.0
156,0.0,-10.0,6.0,3.0,0.0,0.0
157,14.0,-14.0,8.0,3.0,0.0,0.0
158,11.0,20.0,7.0,9.0,0.0,0.0
159,0.0,-12.0,7.0,5.0,0.0,0.0
160,-12.0,-7.0,3.0,3.0,0.0,0.0
161,20.0,-13.0,11.0,4.0,0.0,0.0
162,0.0,12.0,6.0,8.0,0.0,0.0
163,-14.0,21.0,5.0,10.0,0.0,0.0
164,27.0,-10.0,12.0,3.0,0.0,0.0
165,10.0,-17.0,7.0,5.0,0.0,0.0
166,13.0,8.0,8.0,6.0,0.0,0.0
167,21.0,-17.0,10.0,4.0,0.0,0.0
168,14.0,-4.0,9.0,5.0,0.0,0.0
169,-13.0,16.0,5.0,9.0,0.0,0.0
170,3.0,23.0,6.0,12.0,0.0,0.0
171,5.0,-2.0,6.0,6.0,0.0,0.0
172,-11.0,11.0,3.0,8.0,0.0,0.0
173,-8.0,1.0,4.0,8.0,0.0,0.0
174,-9.0,28.0,3.0,13.0,0.0,0.0
175,-16.0,-14.0,4.0,5.0,0.0,0.0
176,1.0,28.0,8.0,13.0,0.0,0.0
177,-16.0,-10.0,5.0,4.0,0.0,0.0
178,6.0,18.0,7.0,10.0,0.0,0.0
179,9.0,-14.0,8.0,5.0,0.0,0.0
180,6.0,-5.0,7.0,5.0,0.0,0.0
181,-3.0,-8.0,6.0,4.0,0.0,0.0
182,-9.0,-9.0,3.0,4.0,0.0,0.0
183,-18.0,-15.0,5.0,5.0,0.0,0.0
184,24.0,15.0,11.0,10.0,0.0,0.0
185,-20.0,20.0,4.0,12.0,0.0,0.0
186,-15.0,-3.0,5.0,6.0,0.0,1.0
187,28.0,6.0,13.0,7.0,1.0,0.0
188,-8.0,-16.0,4.0,5.0,0.0,1.0
189,-7.0,1.0,5.0,8.0,0.0,0.0
190,18.0,-7.0,10.0,4.0,1.0,0.0
191,-16.0,8.0,5.0,8.0,0.0,1.0
192,12.0,11.0,10.0,9.0,1.0,0.0
193,-10.0,-22.0,4.0,4.0,0.0,1.0
194,22.0,-18.0,13.0,5.0,1.0,0.0
195,-11.0,27.0,4.0,12.0,0.0,1.0
196,-8.0,5.0,5.0,7.0,0.0,0.0
197,30.0,-6.0,13.0,5.0,1.0,0.0
198,2.0,27.0,9.0,14.0,0.0,1.0
199,11.0,-15.0,9.0,5.0,1.0,0.0
200,29.0,-3.0,14.0,6.0,1.0,0.0
201,-6.0,14.0,5.0,10.0,0.0,0.0
202,26.0,-18.0,13.0,5.0,0.0,1.0
203,-7.0,12.0,6.0,10.0,0.0,1.0
204,20.0,-22.0,11.0,4.0,1.0,0.0
205,-19.0,-23.0,5.0,5.0,1.0,0.0
206,11.0,-9.0,10.0,4.0,0.0,1.0
207,-16.0,4.0,5.0,7.0,0.0,1.0
208,-10.0,30.0,4.0,13.0,0.0,0.0
209,27.0,-12.0,13.0,4.0,1.0,0.0
210,13.0,19.0,10.0,10.0,0.0,1.0
211,30.0,-21.0,14.0,4.0,1.0,0.0
212,-14.0,-19.0,4.0,5.0,0.0,0.0
213,-14.0,-11.0,4.0,3.0,0.0,1.0
214,13.0,1.0,9.0,6.0,0.0,0.0
215,-19.0,11.0,5.0,10.0,0.0,1.0
216,13.0,26.0,10.0,13.0,0.0,1.0
217,-13.0,-21.0,6.0,6.0,0.0,0.0
218,33.0,3.0,14.0,9.0,0.0,0.0
219,1.0,-9.0,6.0,5.0,0.0,0.0
220,-1.0,14.0,8.0,9.0,0.0,1.0
221,-21.0,34.0,4.0,14.0,0.0,1.0
222,1.0,11.0,6.0,9.0,0.0,1.0
223,-21.0,-20.0,4.0,4.0,0.0,0.0
224,13.0,-12.0,10.0,5.0,1.0,0.0
225,-10.0,-12.0,3.0,7.0,0.0,0.0
226,-24.0,4.0,5.0,7.0,0.0,1.0
227,27.0,29.0,13.0,14.0,0.0,1.0
228,10.0,-13.0,9.0,4.0,1.0,0.0
229,-9.0,-9.0,5.0,5.0,0.0,1.0
230,-22.0,33.0,3.0,14.0,0.0,1.0
231,1.0,-14.0,6.0,4.0,1.0,0.0
232,-13.0,1.0,5.0,6.0,0.0,0.0
233,-23.0,-10.0,3.0,3.0,0.0,1.0
234,-22.0,11.0,3.0,9.0,0.0,0.0
235,14.0,4.0,10.0,7.0,1.0,0.0
236,30.0,-12.0,14.0,4.0,1.0,0.0
237,-5.0,-14.0,5.0,6.0,0.0,0.0
238,-10.0,-24.0,4.0,5.0,0.0,1.0
239,13.0,11.0,8.0,9.0,0.0,0.0
240,-1.0,-19.0,8.0,4.0,1.0,0.0
241,30.0,27.0,13.0,13.0,1.0,0.0
242,2.0,-19.0,6.0,4.0,0.0,0.0
243,9.0,-12.0,8.0,5.0,0.0,0.0
244,-16.0,-9.0,4.0,4.0,0.0,0.0
245,-19.0,-2.0,5.0,6.0,0.0,0.0
246,21.0,11.0,12.0,10.0,1.0,0.0
247,10.0,33.0,8.0,14.0,1.0,0.0
248,-14.0,-18.0,6.0,4.0,0.0,0.0
249,4.0,31.0,7.0,13.0,0.0,0.0
250,-10.0,1.0,3.0,9.0,0.0,1.0
251,-20.0,15.0,4.0,8.0,1.0,0.0
252,-1.0,9.0,6.0,8.0,0.0,1.0
253,-17.0,-15.0,5.0,4.0,0.0,0.0
254,21.0,-10.0,12.0,3.0,0.0,1.0
255,3.0,30.0,7.0,12.0,0.0,1.0
256,-15.0,-1.0,4.0,6.0,0.0,1.0
257,-5.0,-18.0,4.0,4.0,0.0,0.0
258,-20.0,27.0,4.0,12.0,0.0,1.0
259,8.0,-18.0,7.0,4.0,0.0,0.0
260,-11.0,-16.0,6.0,3.0,1.0,0.0
261,6.0,-3.0,7.0,8.0,0.0,1.0
262,10.0,9.0,8.0,9.0,0.0,0.0
263,-13.0,13.0,5.0,8.0,0.0,1.0
264,28.0,-2.0,12.0,5.0,1.0,0.0
265,-3.0,-18.0,8.0,4.0,1.0,0.0
266,-19.0,-19.0,3.0,4.0,0.0,1.0
267,-23.0,-14.0,3.0,4.0,0.0,1.0
268,31.0,8.0,13.0,7.0,0.0,1.0
269,2.0,19.0,7.0,12.0,0.0,1.0
270,4.0,-9.0,8.0,6.0,0.0,0.0
271,-15.0,5.0,2.0,7.0,0.0,1.0
272,16.0,5.0,9.0,8.0,0.0,0.0
273,19.0,-19.0,12.0,3.0,0.0,0.0
274,-4.0,-17.0,5.0,4.0,0.0,1.0
275,-19.0,30.0,4.0,12.0,0.0,1.0
276,4.0,-16.0,8.0,4.0,0.0,1.0
277,-18.0,7.0,4.0,9.0,0.0,1.0
278,-12.0,-1.0,5.0,9.0,0.0,1.0
279,-15.0,-17.0,2.0,4.0,1.0,0.0
280,-22.0,0.0,2.0,7.0,0.0,1.0
281,2.0,9.0,10.0,9.0,0.0,1.0
282,-17.0,-17.0,4.0,5.0,0.0,0.0
283,-21.0,-20.0,2.0,4.0,0.0,1.0
284,30.0,-5.0,13.0,5.0,0.0,0.0
285,-21.0,16.0,3.0,12.0,0.0,1.0
286,-1.0,11.0,6.0,8.0,0.0,1.0
287,16.0,-5.0,9.0,6.0,1.0,0.0
288,33.0,5.0,13.0,7.0,0.0,1.0
289,-12.0,11.0,2.0,9.0,0.0,1.0
290,4.0,-14.0,8.0,4.0,0.0,1.0
291,-23.0,10.0,4.0,7.0,1.0,0.0
292,14.0,-8.0,12.0,5.0,0.0,0.0
293,11.0,-19.0,8.0,5.0,0.0,0.0
294,9.0,-9.0,9.0,5.0,0.0,1.0
295,-16.0,-20.0,4.0,3.0,0.0,0.0
296,-2.0,19.0,5.0,10.0,1.0,0.0
297,-11.0,1.0,2.0,9.0,0.0,1.0
298,-20.0,-20.0,4.0,2.0,1.0,0.0
299,-5.0,28.0,6.0,13.0,0.0,1.0
300,0.0,11.0,6.0,9.0,0.0,0.0
301,34.0,9.0,13.0,9.0,0.0,1.0
302,-11.0,-19.0,4.0,5.0,1.0,0.0
303,11.0,-9.0,8.0,3.0,1.0,0.0
304,-7.0,-1.0,5.0,9.0,0.0,1.0
305,12.0,10.0,10.0,9.0,0.0,1.0
306,-15.0,24.0,5.0,12.0,0.0,1.0
307,-2.0,17.0,9.0,13.0,0.0,1.0
308,-9.0,36.0,5.0,14.0,0.0,1.0
309,28.0,12.0,12.0,8.0,0.0,1.0
310,-21.0,-1.0,3.0,6.0,0.0,1.0
311,23.0,-24.0,11.0,4.0,1.0,0.0
312,-12.0,-3.0,4.0,5.0,0.0,1.0
313,-14.0,15.0,6.0,10.0,0.0,0.0
314,-23.0,-8.0,1.0,5.0,0.0,1.0
315,8.0,-7.0,9.0,3.0,0.0,1.0
316,10.0,-19.0,10.0,5.0,0.0,0.0
317,20.0,-10.0,13.0,6.0,1.0,0.0
318,-13.0,2.0,5.0,7.0,0.0,1.0
319,-24.0,13.0,1.0,11.0,0.0,0.0
320,37.0,30.0,14.0,12.0,0.0,1.0
321,-24.0,-4.0,4.0,6.0,0.0,1.0
322,-1.0,-17.0,6.0,4.0,0.0,1.0
323,-11.0,23.0,2.0,11.0,0.0,1.0
324,-3.0,11.0,8.0,10.0,0.0,0.0
325,16.0,-13.0,10.0,4.0,1.0,0.0
326,-2.0,-14.0,6.0,5.0,0.0,0.0
327,-20.0,-29.0,3.0,1.0,0.0,1.0
328,-15.0,-8.0,3.0,3.0,0.0,0.0
329,-4.0,33.0,6.0,13.0,0.0,1.0
330,9.0,-4.0,9.0,6.0,0.0,1.0
331,18.0,-4.0,12.0,7.0,0.0,0.0
332,-10.0,0.0,6.0,6.0,0.0,0.0
333,29.0,-14.0,12.0,5.0,1.0,0.0
334,3.0,18.0,8.0,10.0,0.0,0.0
335,13.0,19.0,10.0,13.0,0.0,1.0
336,-15.0,-23.0,4.0,4.0,0.0,1.0
337,-10.0,-23.0,5.0,3.0,1.0,0.0
338,-1.0,18.0,7.0,10.0,0.0,1.0
339,-6.0,-15.0,5.0,4.0,0.0,1.0
340,22.0,29.0,13.0,12.0,0.0,1.0
341,2.0,-17.0,6.0,4.0,0.0,0.0
342,-8.0,-24.0,3.0,2.0,0.0,1.0
343,14.0,30.0,11.0,13.0,0.0,1.0
344,-20.0,3.0,4.0,8.0,0.0,1.0
345,-15.0,18.0,4.0,13.0,0.0,1.0
346,9.0,-10.0,9.0,4.0,1.0,0.0
347,-24.0,1.0,2.0,8.0,0.0,1.0
348,14.0,24.0,12.0,13.0,0.0,1.0
349,-16.0,-23.0,5.0,3.0,1.0,0.0
350,-26.0,-7.0,2.0,4.0,0.0,1.0
351,31.0,16.0,13.0,12.0,1.0,0.0
352,-12.0,-13.0,4.0,5.0,0.0,1.0
353,-12.0,-1.0,4.0,7.0,0.0,2.0
354,2.0,-11.0,8.0,4.0,1.0,0.0
355,-23.0,13.0,2.0,10.0,0.0,1.0
356,28.0,1.0,12.0,6.0,1.0,0.0
357,19.0,-6.0,11.0,5.0,0.0,1.0
358,-12.0,-27.0,4.0,2.0,0.0,1.0
359,23.0,1.0,12.0,8.0,0.0,0.0
360,-23.0,-14.0,3.0,3.0,1.0,0.0
361,-5.0,20.0,6.0,12.0,0.0,0.0
362,11.0,-16.0,11.0,5.0,0.0,0.0
363,-10.0,-9.0,4.0,5.0,0.0,0.0
364,16.0,35.0,10.0,13.0,0.0,1.0
365,-4.0,30.0,5.0,13.0,0.0,0.0
366,1.0,11.0,7.0,11.0,0.0,1.0
367,-14.0,-24.0,5.0,2.0,0.0,1.0
368,-9.0,-3.0,5.0,6.0,0.0,1.0
369,23.0,10.0,12.0,11.0,0.0,1.0
370,7.0,-9.0,10.0,5.0,2.0,0.0
371,-2.0,2.0,7.0,8.0,0.0,1.0
372,-15.0,-11.0,5.0,5.0,1.0,0.0
373,-28.0,11.0,2.0,12.0,0.0,1.0
374,37.0,-9.0,14.0,5.0,0.0,1.0
375,18.0,-20.0,11.0,4.0,1.0,0.0
376,-24.0,16.0,2.0,10.0,0.0,1.0
377,34.0,-1.0,14.0,7.0,1.0,0.0
378,-10.0,19.0,5.0,11.0,0.0,1.0
379,-14.0,-4.0,3.0,5.0,0.0,1.0
380,-2.0,-11.0,7.0,4.0,0.0,1.0
381,7.0,17.0,10.0,11.0,0.0,2.0
382,-11.0,-10.0,6.0,5.0,0.0,0.0
383,37.0,-1.0,13.0,1.0,0.0,0.0
384,3.0,-13.0,7.0,4.0,1.0,1.0
385,5.0,20.0,11.0,11.0,2.0,0.0
386,-19.0,2.0,4.0,2.0,0.0,0.0
387,-9.0,-8.0,4.0,6.0,0.0,0.0
388,18.0,8.0,10.0,10.0,0.0,2.0
389,32.0,-2.0,14.0,1.0,0.0,0.0
390,6.0,6.0,9.0,3.0,0.0,0.0
391,-10.0,6.0,4.0,10.0,1.0,1.0
392,14.0,-8.0,10.0,5.0,0.0,0.0
393,-9.0,7.0,6.0,11.0,1.0,1.0
394,-7.0,5.0,1.0,7.0,0.0,0.0
395,-14.0,-9.0,4.0,6.0,0.0,2.0
396,-22.0,40.0,4.0,13.0,1.0,1.0
397,-8.0,35.0,5.0,15.0,1.0,1.0
398,-5.0,1.0,1.0,8.0,0.0,0.0
399,18.0,16.0,10.0,9.0,0.0,0.0
400,4.0,12.0,9.0,10.0,1.0,1.0
401,0.0,-6.0,3.0,5.0,0.0,0.0
402,45.0,-13.0,13.0,5.0,2.0,0.0
403,32.0,-16.0,14.0,4.0,2.0,0.0
404,6.0,-28.0,11.0,4.0,2.0,0.0
405,-8.0,1.0,5.0,2.0,0.0,0.0
406,-7.0,13.0,7.0,9.0,0.0,0.0
407,-7.0,-9.0,7.0,5.0,2.0,0.0
408,13.0,-6.0,9.0,2.0,0.0,0.0
409,4.0,22.0,7.0,11.0,0.0,1.0
410,18.0,0.0,11.0,6.0,2.0,0.0
411,7.0,27.0,7.0,14.0,1.0,1.0
412,-9.0,-9.0,3.0,4.0,0.0,1.0
413,15.0,6.0,10.0,9.0,2.0,0.0
414,5.0,-9.0,5.0,3.0,0.0,0.0
415,-3.0,-1.0,5.0,9.0,0.0,0.0
416,-17.0,48.0,3.0,14.0,0.0,1.0
417,-26.0,0.0,3.0,8.0,1.0,0.0
418,-5.0,5.0,4.0,8.0,0.0,0.0
419,-15.0,-6.0,5.0,8.0,0.0,1.0
420,-7.0,-5.0,8.0,7.0,2.0,0.0
421,3.0,-7.0,9.0,4.0,1.0,1.0
422,13.0,1.0,9.0,2.0,0.0,0.0
423,-14.0,-18.0,6.0,4.0,2.0,0.0
424,5.0,15.0,8.0,11.0,1.0,1.0
425,5.0,-7.0,11.0,5.0,0.0,2.0
426,-7.0,-9.0,2.0,4.0,0.0,0.0
427,47.0,0.0,14.0,3.0,0.0,0.0
428,31.0,12.0,14.0,9.0,1.0,1.0
429,-27.0,19.0,5.0,10.0,0.0,1.0
430,17.0,-5.0,11.0,3.0,0.0,0.0
431,-9.0,-31.0,4.0,4.0,2.0,0.0
432,-4.0,6.0,3.0,9.0,0.0,0.0
433,-7.0,11.0,4.0,8.0,1.0,1.0
434,10.0,5.0,8.0,8.0,1.0,1.0
435,21.0,49.0,11.0,14.0,2.0,0.0
436,-20.0,8.0,3.0,12.0,0.0,2.0
437,-5.0,30.0,7.0,14.0,0.0,2.0
438,2.0,-15.0,3.0,5.0,0.0,0.0
439,-10.0,-6.0,4.0,8.0,0.0,0.0
440,1.0,4.0,9.0,7.0,0.0,0.0
441,-3.0,-14.0,5.0,6.0,1.0,0.0
442,-12.0,33.0,3.0,14.0,0.0,0.0
443,15.0,10.0,8.0,8.0,0.0,0.0
444,-1.0,-15.0,0.0,4.0,0.0,0.0
445,-10.0,6.0,3.0,7.0,0.0,0.0
446,-18.0,-20.0,5.0,4.0,1.0,1.0
447,27.0,21.0,12.0,13.0,2.0,0.0
448,7.0,1.0,9.0,1.0,0.0,0.0
449,10.0,0.0,8.0,0.0,0.0,0.0
450,15.0,-8.0,10.0,4.0,1.0,0.0
451,-7.0,48.0,9.0,14.0,1.0,1.0
452,-2.0,-12.0,7.0,6.0,1.0,0.0
453,-11.0,6.0,3.0,11.0,0.0,1.0
454,25.0,-4.0,13.0,4.0,0.0,0.0
455,0.0,-28.0,3.0,4.0,0.0,0.0
456,-9.0,-22.0,4.0,3.0,1.0,1.0
457,-6.0,20.0,3.0,11.0,0.0,0.0
458,7.0,11.0,6.0,8.0,0.0,2.0
459,8.0,7.0,10.0,8.0,0.0,1.0
460,-10.0,-7.0,3.0,3.0,0.0,0.0
461,50.0,-8.0,14.0,4.0,2.0,0.0
462,7.0,-8.0,8.0,8.0,0.0,1.0
463,4.0,10.0,11.0,7.0,1.0,0.0
464,-4.0,-13.0,4.0,2.0,0.0,0.0
465,-19.0,0.0,3.0,3.0,0.0,0.0
466,-27.0,-2.0,4.0,7.0,0.0,1.0
467,8.0,5.0,7.0,9.0,1.0,0.0
468,20.0,14.0,11.0,10.0,1.0,0.0
469,-13.0,25.0,6.0,13.0,0.0,2.0
470,15.0,-19.0,10.0,3.0,1.0,0.0
471,5.0,50.0,9.0,14.0,0.0,1.0
472,6.0,-14.0,6.0,6.0,0.0,0.0
473,-14.0,-28.0,2.0,3.0,1.0,0.0
474,28.0,3.0,14.0,10.0,2.0,0.0
475,-9.0,17.0,4.0,11.0,0.0,2.0
476,-9.0,-9.0,8.0,3.0,2.0,0.0
477,-3.0,10.0,6.0,8.0,0.0,2.0
478,1.0,4.0,4.0,8.0,0.0,0.0
479,0.0,0.0,0.0,0.0,0.0,0.0
480,-13.0,-11.0,4.0,4.0,1.0,1.0
481,3.0,-19.0,9.0,4.0,1.0,0.0
482,2.0,19.0,2.0,12.0,0.0,0.0
483,-12.0,7.0,6.0,11.0,0.0,1.0
484,-12.0,0.0,5.0,7.0,0.0,2.0
485,36.0,-10.0,14.0,4.0,2.0,0.0
486,-4.0,-6.0,6.0,6.0,0.0,1.0
487,11.0,-3.0,11.0,0.0,0.0,0.0
488,16.0,44.0,9.0,14.0,0.0,2.0
489,1.0,16.0,1.0,10.0,0.0,0.0
490,-15.0,-10.0,5.0,4.0,0.0,1.0
491,5.0,5.0,11.0,8.0,1.0,1.0
492,-8.0,-5.0,8.0,3.0,0.0,0.0
493,49.0,-10.0,14.0,3.0,2.0,0.0
494,9.0,-5.0,7.0,7.0,1.0,1.0
495,22.0,25.0,12.0,13.0,0.0,2.0
496,1.0,6.0,3.0,9.0,0.0,0.0
497,-19.0,-4.0,4.0,4.0,0.0,0.0
498,-31.0,11.0,4.0,8.0,1.0,1.0
499,-9.0,15.0,4.0,10.0,0.0,2.0
500,-2.0,26.0,9.0,13.0,1.0,0.0
501,16.0,-9.0,10.0,3.0,1.0,0.0
502,5.0,-5.0,6.0,4.0,0.0,0.0
503,-16.0,7.0,5.0,8.0,0.0,1.0
504,-2.0,6.0,8.0,9.0,2.0,0.0
505,-17.0,-6.0,3.0,5.0,0.0,0.0
506,-26.0,-4.0,2.0,5.0,0.0,0.0
507,-10.0,-7.0,4.0,5.0,1.0,1.0
508,50.0,-2.0,15.0,7.0,2.0,0.0
509,3.0,20.0,5.0,11.0,0.0,1.0
510,19.0,-2.0,11.0,8.0,1.0,1.0
511,-7.0,42.0,3.0,14.0,0.0,1.0
512,-6.0,-13.0,5.0,3.0,0.0,0.0
513,-4.0,5.0,6.0,6.0,0.0,0.0
514,6.0,-16.0,8.0,3.0,2.0,0.0
515,23.0,-22.0,12.0,3.0,2.0,0.0
516,-5.0,-16.0,5.0,5.0,0.0,0.0
517,3.0,-3.0,8.0,8.0,2.0,0.0
518,-6.0,11.0,3.0,9.0,0.0,1.0
519,4.0,2.0,8.0,5.0,0.0,1.0
520,-5.0,18.0,8.0,11.0,0.0,1.0
521,4.0,-5.0,7.0,6.0,0.0,0.0
522,2.0,-8.0,5.0,5.0,0.0,0.0
523,-9.0,-5.0,3.0,4.0,1.0,1.0
524,24.0,4.0,12.0,8.0,1.0,0.0
525,-13.0,10.0,6.0,9.0,0.0,1.0
526,-19.0,-23.0,3.0,3.0,1.0,1.0
527,-14.0,2.0,3.0,7.0,1.0,1.0
528,1.0,35.0,6.0,13.0,0.0,0.0
529,1.0,6.0,9.0,8.0,1.0,1.0
530,19.0,-4.0,13.0,6.0,1.0,0.0
531,-9.0,13.0,6.0,10.0,0.0,1.0
532,-4.0,-11.0,6.0,5.0,1.0,0.0
533,28.0,18.0,12.0,10.0,0.0,1.0
534,21.0,-13.0,12.0,5.0,1.0,0.0
535,-16.0,0.0,4.0,6.0,0.0,0.0
536,-5.0,-12.0,5.0,4.0,0.0,1.0
537,-1.0,-1.0,0.0,0.0,0.0,0.0
538,14.0,1.0,9.0,7.0,1.0,1.0
539,-9.0,-3.0,8.0,5.0,0.0,0.0
540,5.0,-25.0,6.0,3.0,2.0,0.0
541,-7.0,-2.0,4.0,7.0,1.0,0.0
542,3.0,12.0,5.0,9.0,0.0,0.0
543,-14.0,-7.0,6.0,4.0,0.0,0.0
544,-17.0,17.0,3.0,10.0,0.0,1.0
545,5.0,-2.0,7.0,8.0,0.0,2.0
546,2.0,34.0,10.0,12.0,1.0,1.0
547,-12.0,-5.0,4.0,4.0,0.0,2.0
548,26.0,19.0,12.0,11.0,2.0,0.0
549,-3.0,-18.0,8.0,3.0,0.0,0.0
550,2.0,7.0,7.0,8.0,2.0,0.0
551,9.0,-1.0,8.0,5.0,0.0,2.0
552,-8.0,1.0,7.0,9.0,0.0,1.0
553,-6.0,-13.0,7.0,6.0,0.0,2.0
554,7.0,-5.0,8.0,6.0,0.0,0.0
555,-8.0,-15.0,3.0,3.0,1.0,0.0
556,28.0,2.0,13.0,7.0,1.0,0.0
557,1.0,9.0,6.0,8.0,0.0,1.0
558,-11.0,-25.0,5.0,3.0,1.0,2.0
559,17.0,34.0,10.0,12.0,0.0,3.0
560,-2.0,30.0,4.0,14.0,0.0,1.0
561,11.0,-11.0,9.0,6.0,1.0,0.0
562,-10.0,-10.0,7.0,3.0,2.0,0.0
563,-1.0,-5.0,6.0,6.0,0.0,0.0
564,1.0,-1.0,9.0,6.0,0.0,0.0
565,-7.0,-7.0,6.0,7.0,0.0,0.0
566,-14.0,0.0,3.0,6.0,0.0,1.0
567,31.0,8.0,11.0,8.0,2.0,0.0
568,5.0,-9.0,8.0,5.0,1.0,0.0
569,-24.0,20.0,4.0,11.0,1.0,1.0
570,-2.0,21.0,4.0,11.0,0.0,2.0
571,1.0,7.0,7.0,8.0,3.0,0.0
572,13.0,-3.0,9.0,7.0,1.0,0.0
573,-5.0,-1.0,7.0,5.0,0.0,1.0
574,-2.0,-5.0,6.0,8.0,1.0,0.0
575,5.0,-7.0,10.0,4.0,2.0,0.0
576,-9.0,29.0,6.0,13.0,0.0,0.0
577,-13.0,-8.0,3.0,6.0,1.0,1.0
578,27.0,-11.0,13.0,7.0,1.0,1.0
579,-17.0,-3.0,3.0,6.0,0.0,0.0
580,-14.0,-12.0,5.0,3.0,0.0,1.0
581,7.0,-6.0,7.0,4.0,0.0,1.0
582,30.0,3.0,14.0,7.0,3.0,0.0
583,20.0,23.0,11.0,11.0,1.0,1.0
584,-5.0,-12.0,6.0,5.0,1.0,1.0
585,-18.0,15.0,5.0,11.0,0.0,2.0
586,-10.0,-16.0,7.0,4.0,1.0,0.0
587,-7.0,8.0,4.0,9.0,0.0,1.0
588,-12.0,-9.0,5.0,5.0,1.0,0.0
589,-9.0,21.0,6.0,12.0,0.0,3.0
590,-19.0,9.0,3.0,10.0,1.0,0.0
591,27.0,-14.0,12.0,6.0,2.0,0.0
592,18.0,-10.0,11.0,5.0,2.0,1.0
593,-3.0,7.0,8.0,8.0,0.0,2.0
594,-9.0,-4.0,6.0,7.0,0.0,1.0
595,-11.0,23.0,4.0,13.0,0.0,2.0
596,-26.0,-9.0,3.0,3.0,0.0,2.0
597,-4.0,-13.0,4.0,6.0,0.0,2.0
598,5.0,-8.0,9.0,3.0,2.0,1.0
599,-3.0,-4.0,5.0,7.0,0.0,1.0
600,5.0,21.0,10.0,11.0,0.0,3.0
601,27.0,-18.0,14.0,3.0,1.0,1.0
602,-13.0,19.0,6.0,12.0,0.0,2.0
603,-5.0,-3.0,7.0,5.0,1.0,0.0
604,-8.0,-14.0,3.0,4.0,1.0,0.0
605,-8.0,-2.0,3.0,8.0,1.0,2.0
606,21.0,-5.0,11.0,3.0,1.0,0.0
607,-2.0,4.0,7.0,9.0,0.0,1.0
608,-10.0,2.0,5.0,8.0,1.0,1.0
609,-17.0,-10.0,5.0,6.0,1.0,0.0
610,4.0,21.0,7.0,12.0,0.0,3.0
611,-6.0,23.0,7.0,11.0,0.0,0.0
612,-20.0,-9.0,3.0,7.0,1.0,2.0
613,3.0,-2.0,8.0,4.0,0.0,1.0
614,24.0,-4.0,12.0,4.0,2.0,0.0
